part_no,Part name,slno,section name,total electors,total part votes
141,"PanchayatUnionMiddleSchool-Thennengudipalayam-636108,TerracedBuildingFacingEastnorthWing",2,"Thennangudipalayam(R.V)And(P),Ward2,MariammanNagar,NorthKadu 370",751,376
142,"PanchayatUnionMiddleSchool-Thennankudipalayam-636108,TerracedBuildingFacingEastSouthWing",1,"Thennangudipalayam(R.V)And(P),Ward3,IndhiraNagarEast 2",834,146
142,"PanchayatUnionMiddleSchool-Thennankudipalayam-636108,TerracedBuildingFacingEastSouthWing",2,"Thennangudipalayam(R.V)And(P),Ward3,AmbethkarNagar 144",838,275
142,"PanchayatUnionMiddleSchool-Thennankudipalayam-636108,TerracedBuildingFacingEastSouthWing",3,"Thennangudipalayam(R.V)And(P),Ward3,IndhiraNagarWest 415",841,141
142,"PanchayatUnionMiddleSchool-Thennankudipalayam-636108,TerracedBuildingFacingEastSouthWing",4,"Thennangudipalayam(R.V)And(P),Ward3,Ayyanarpalayam 554",840,276
143,"PanchayatUnionMiddleSchool-Thennankudipalayam-636108,TerrcedSSAnewBuildingFacingEastNorthWing",1,"Thennangudipalayam(R.V)And(P),Ward3,AyyanarpalayamKattukottai 1",585,98
143,"PanchayatUnionMiddleSchool-Thennankudipalayam-636108,TerrcedSSAnewBuildingFacingEastNorthWing",2,"3-Thennangudipalayam(R.V)And(P),Ward3,1,ThennangudipalayamEastStreet",584,183
143,"PanchayatUnionMiddleSchool-Thennankudipalayam-636108,TerrcedSSAnewBuildingFacingEastNorthWing",3,"4 4-Thennangudipalayam(R.V)And(P),Ward3,1,ThennangudipalayamWest 369 586 211",587,94
143,"PanchayatUnionMiddleSchool-Thennankudipalayam-636108,TerrcedSSAnewBuildingFacingEastNorthWing",4,"Thennangudipalayam(R.V)And(P),Ward3,1,ThennangudipalayamWest 369",586,211
144,"IntegratedChildDevelopmentCentre-FortAttur-636141,TiledBuildingFacingSouthEastWing",1,"Attur(M),Ward1,KottaiSivankoilStreet 1",623,163
144,"IntegratedChildDevelopmentCentre-FortAttur-636141,TiledBuildingFacingSouthEastWing",2,"Attur(M),Ward1,PerumalKoilStreet 164",622,451
144,"IntegratedChildDevelopmentCentre-FortAttur-636141,TiledBuildingFacingSouthEastWing",3,OverseasElector 600,601,2
145,"IntegratedChildDevelopmentCentre,Fort,Attur-636141,TiledBuildingFacingSouthMiddleWing",1,"Attur(M),Ward2,AmmanNagar 1",425,164
145,"IntegratedChildDevelopmentCentre,Fort,Attur-636141,TiledBuildingFacingSouthMiddleWing",2,"Attur(M),Ward1,MuniyappanKoilstreet 158",428,264
146,"IntegratedChildDevelopmentCentre-FortAttur-636141,TiledBuildingFacingSouthWestWing.",1,"Attur(M),Ward1,KottaiMelaStreet 1",801,176
146,"IntegratedChildDevelopmentCentre-FortAttur-636141,TiledBuildingFacingSouthWestWing.",2,"Attur(M),Ward1,KottaiCenterStreet 156",797,128
146,"IntegratedChildDevelopmentCentre-FortAttur-636141,TiledBuildingFacingSouthWestWing.",3,"Attur(M),Ward1,SivankoilStreet 280",800,329
146,"IntegratedChildDevelopmentCentre-FortAttur-636141,TiledBuildingFacingSouthWestWing.",4,"Attur(M),Ward1,L.R.C.Nagar 601",799,168
147,"MunicipalElementarySchool-VadakkukaduMullaivadi-636141,RCCBuildingFacingSouthWestwing",1,"Attur(M),Ward2,NorthKaduUppuOdai 1",746,463
147,"MunicipalElementarySchool-VadakkukaduMullaivadi-636141,RCCBuildingFacingSouthWestwing",2,"Attur(M),Ward2,ForestRoadYerikkarai 459",745,265
148,"MunicipalElementarySchool-VadakkukaduMullaivadi-636141,RCCBuildingFacingSouthEastwing",1,"Attur(M),Ward2,AvvaiyarMedu,SakthiNagar 1",633,552
148,"MunicipalElementarySchool-VadakkukaduMullaivadi-636141,RCCBuildingFacingSouthEastwing",2,"Attur(M),Ward2,Thennangudipalayam 523",603,77
149,"MunicipalElementarySchool-ChandragiriAttur-636141,TerracedBuildingFacingEastNorthWing",1,"Attur(M),Ward3,Narayanapuram 1",944,454
149,"MunicipalElementarySchool-ChandragiriAttur-636141,TerracedBuildingFacingEastNorthWing",2,"Attur(M),Ward3,ThagoorStreet 448",942,483
150,"MunicipalElementarySchool-ChandragiriAttur-636141,TerracedBuildingFacingWestNorthWing",1,"Attur(M),Ward3,NarayanapuramKattukottaigal 1",729,116
150,"MunicipalElementarySchool-ChandragiriAttur-636141,TerracedBuildingFacingWestNorthWing",2,"Attur(M),Ward3,Chandragiri 118",731,594
151,"MunicipalElementarySchool-ChandragiriAttur-636141,TerracedBuildingFacingWestSouthwing",1,"Attur(M),Ward4,MullaivadiPudhiyaColony 1",878,873
152,"MunicipalElementarySchool-ChandragiriAttur-636141,TerracedBuildingFacingEastSouthwing",1,"Attur(M),Ward4,MullaivadiColony 1",733,306
152,"MunicipalElementarySchool-ChandragiriAttur-636141,TerracedBuildingFacingEastSouthwing",2,"Attur(M),Ward3,ChandragiriRoad 299",732,416
153,"MunicipalMiddleSchool-VenkatasamySt.Mullaivadi-636141,TerracedBuildingFacingSouthEastWing",1,"Attur(M),Ward5,NorthPavendharStreet 1",195,195
153,"MunicipalMiddleSchool-VenkatasamySt.Mullaivadi-636141,TerracedBuildingFacingSouthEastWing",2,"Attur(M),Ward5,PalaniNariyappanStreet 196",1039,116
153,"MunicipalMiddleSchool-VenkatasamySt.Mullaivadi-636141,TerracedBuildingFacingSouthEastWing",3,"Attur(M),Ward5,KeelPavendharStreet 311",355,45
153,"MunicipalMiddleSchool-VenkatasamySt.Mullaivadi-636141,TerracedBuildingFacingSouthEastWing",4,"Attur(M),Ward5,KambanStreet 356",1041,308
153,"MunicipalMiddleSchool-VenkatasamySt.Mullaivadi-636141,TerracedBuildingFacingSouthEastWing",5,"Attur(M),Ward5,RanganNagar 652",1040,280
153,"MunicipalMiddleSchool-VenkatasamySt.Mullaivadi-636141,TerracedBuildingFacingSouthEastWing",6,"Attur(M),Ward5,KallanathamRoad 923",1037,95
154,"MunicipalMiddleSchool-VenkatasamySt.Mullaivadi-636141,TerracedWestBuildingFacingEastNorthWing",1,"Attur(M),Ward6,ElangoStreet 1",729,464
154,"MunicipalMiddleSchool-VenkatasamySt.Mullaivadi-636141,TerracedWestBuildingFacingEastNorthWing",2,"Attur(M),Ward6,MelpariStreet 456",724,104
154,"MunicipalMiddleSchool-VenkatasamySt.Mullaivadi-636141,TerracedWestBuildingFacingEastNorthWing",3,"Attur(M),Ward6,RamasamyAdaikkalamStreet 566",728,151
155,"MunicipalMiddleSchool,VengatasamyStreet,Mullaivadi,Attur-636141TerracedNorthernEastSideBuildingFacingSouthWestWing",1,"Attur(M),Ward5,KuppusamyStreet 1",483,277
155,"MunicipalMiddleSchool,VengatasamyStreet,Mullaivadi,Attur-636141TerracedNorthernEastSideBuildingFacingSouthWestWing",2,"Attur(M),Ward5,PerumalStreet 267",484,105
155,"MunicipalMiddleSchool,VengatasamyStreet,Mullaivadi,Attur-636141TerracedNorthernEastSideBuildingFacingSouthWestWing",3,"Attur(M),Ward5,KeelPariStreet 371",456,86
155,"MunicipalMiddleSchool,VengatasamyStreet,Mullaivadi,Attur-636141TerracedNorthernEastSideBuildingFacingSouthWestWing",4,"Attur(M),Ward5,NorthPavendharStreet 457",471,15
156,"MunicipalMiddleSchool-VenkatasamySt.Mullaivadi-636141,TerracedSouthBuildingFacingNorthWestWing",1,"Attur(M),Ward7,AvvaiyarStreet 1",1111,756
156,"MunicipalMiddleSchool-VenkatasamySt.Mullaivadi-636141,TerracedSouthBuildingFacingNorthWestWing",2,"Athur(M),Ward7,DuraisamyPerumalStreet 714",1079,172
156,"MunicipalMiddleSchool-VenkatasamySt.Mullaivadi-636141,TerracedSouthBuildingFacingNorthWestWing",3,"Attur(M),Ward6,RamasamiStreet 884",1112,89
156,"MunicipalMiddleSchool-VenkatasamySt.Mullaivadi-636141,TerracedSouthBuildingFacingNorthWestWing",4,"Attur(M),Ward6,ManickamStreet 972",1095,92
157,"MunicipalMiddleSchool-VenkatasamySt.Mullaivadi-636141,TerracedBuildingFacingEastSouthWing",1,"Attur(M),Ward6,VenkatasamiStreet 1",642,238
157,"MunicipalMiddleSchool-VenkatasamySt.Mullaivadi-636141,TerracedBuildingFacingEastSouthWing",2,"Attur(M),Ward7,OldMullaivadiStreet 235",645,400
158,"MunicipalMiddleSchool-VenkatasamySt.Mullaivadi-636141,TerracedNorthernEastSideBuildingFacingSouthMiddleWing",1,"Attur(M),Ward7,NewKallanathamRoad 1",886,877
159,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedNorthBuildingFacingEastRoomNo.7",1,"Attur(M),Ward9,SadagopanStreet 1",655,309
159,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedNorthBuildingFacingEastRoomNo.7",2,"Attur(M),Ward8,LakshmipuramMudhalSandhu 307",652,164
159,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedNorthBuildingFacingEastRoomNo.7",3,"Attur(M),Ward8,Laskhmipuram2ndSandhu 468",659,179
160,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedBuildingFacingEastNorthWingRoomNo8",1,"Attur(M),Ward8,NehruNagar 1",832,822
161,"C.S.IHighSchool,Kamarajanarroad,Attur-636102,TerracedSouthBuildingFacingEastSouthWingRoomNo.2",1,"Attur(M),Ward8,NehrunagarMunicipalColony 1",675,69
161,"C.S.IHighSchool,Kamarajanarroad,Attur-636102,TerracedSouthBuildingFacingEastSouthWingRoomNo.2",2,"Attur(M),Ward22,KamarajanarRoad 84",89,6
161,"C.S.IHighSchool,Kamarajanarroad,Attur-636102,TerracedSouthBuildingFacingEastSouthWingRoomNo.2",3,"Attur(M),Ward22,RanipetBazaarStreet 90",705,97
161,"C.S.IHighSchool,Kamarajanarroad,Attur-636102,TerracedSouthBuildingFacingEastSouthWingRoomNo.2",4,"Attur(M),Ward9,MarimuthuRoad 182",704,513
162,"R.C.MiddleSchool-EastMadhaKovilStreetAttur-636102,TerracedNorthBuildingFacingSouthWestWing",1,"Attur(M),Ward9,MaryStreet 1",431,80
162,"R.C.MiddleSchool-EastMadhaKovilStreetAttur-636102,TerracedNorthBuildingFacingSouthWestWing",2,"Attur(m),Ward9,alexandarstreet 78",427,132
162,"R.C.MiddleSchool-EastMadhaKovilStreetAttur-636102,TerracedNorthBuildingFacingSouthWestWing",3,"Attur(M),Ward9,SeethaKesavanStreet 204",433,220
163,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledBuildingFacingNorthEastWing",1,"Attur(M),Ward10,WestMathakoilSt.PannerSelvamSt. 1",903,367
163,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledBuildingFacingNorthEastWing",2,"Attur(M),Ward10,EastMadhakoilStreet 356",897,105
163,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledBuildingFacingNorthEastWing",3,"Attur(M),Ward10,RanipetBazaarStreet 460",893,44
163,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledBuildingFacingNorthEastWing",4,"Attur(M),Ward10,PoongolarStreet 500",889,127
163,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledBuildingFacingNorthEastWing",5,"Attur(M),Ward10,KailasanatharKoilStreet 624",896,230
164,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledSouthBuildingFacingNorthWestWing",1,"Attur(M),Ward10,KailasanatharKoilStreet 2",612,190
164,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledSouthBuildingFacingNorthWestWing",2,"Attur(M),Ward11,VeeraragavarStreet 218",611,265
164,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledSouthBuildingFacingNorthWestWing",3,"Attur(M),Ward11,LineStreet 479",605,123
165,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledNorthBuildingFacingSouthEastWing.",1,"Attur(M),Ward11,SenrajStreet 1",611,135
165,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledNorthBuildingFacingSouthEastWing.",2,"Attur(M),Ward11,RamarStreet 136",615,167
165,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledNorthBuildingFacingSouthEastWing.",3,"Attur(M),Ward11,SivaguruStreet 302",616,166
165,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledNorthBuildingFacingSouthEastWing.",4,"Attur(M),Ward11,AvinasimuthuStreet 462",609,146
166,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledNorthBuildingFacingSouthWestWing.",1,"Attur(M),Ward12,PalayapettaiBazaarStreet 1",621,205
166,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledNorthBuildingFacingSouthWestWing.",2,"Attur(M),Ward12,ThayumanavarStreet 202",622,235
166,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledNorthBuildingFacingSouthWestWing.",3,"Attur(M),Ward12,VediStreet 429",611,76
166,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledNorthBuildingFacingSouthWestWing.",4,"Attur(M),Vard12,ArunagirinatharStreet 505",624,101
166,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledNorthBuildingFacingSouthWestWing.",5,OverseasElector 604,604,1
167,"MunicipalElementarySchool-OldpetAttur-636102,TiledNorthBuildingFacingSouthEastWing",1,"Attur(M),Ward12,AndalStreet 1",481,124
167,"MunicipalElementarySchool-OldpetAttur-636102,TiledNorthBuildingFacingSouthEastWing",2,"Attur(M),Ward12,AriyaStreet 125",486,224
167,"MunicipalElementarySchool-OldpetAttur-636102,TiledNorthBuildingFacingSouthEastWing",3,"Attur(M),Ward12,ArunagirinatharStreet 342",487,132
168,"MunicipalElementarySchool-OldpetAttur-636102,TerracedBuildingFacingEastNorthWing",1,"Attur(M),Ward13,KambaperumalKoilStreet 1",814,512
168,"MunicipalElementarySchool-OldpetAttur-636102,TerracedBuildingFacingEastNorthWing",2,"Attur(M),Ward13,SathanarStreet 507",807,278
169,"MunicipalElementarySchool-OldpetAttur-636102,TiledNorthBuildingFacingSouthWestWing",1,"Attur(M),Ward13,ArunagirinatharStreet 1",962,154
169,"MunicipalElementarySchool-OldpetAttur-636102,TiledNorthBuildingFacingSouthWestWing",2,"Attur(M),Ward14,ThavapparStreet 143",958,98
169,"MunicipalElementarySchool-OldpetAttur-636102,TiledNorthBuildingFacingSouthWestWing",3,"Attur(M),Ward14,KeppachiammanKoilStreet 238",963,77
169,"MunicipalElementarySchool-OldpetAttur-636102,TiledNorthBuildingFacingSouthWestWing",4,"Attur(M),Ward14,AngamuthuStreet 313",951,332
169,"MunicipalElementarySchool-OldpetAttur-636102,TiledNorthBuildingFacingSouthWestWing",5,"Attur(M),Ward14,MettuStreet 636",964,172
169,"MunicipalElementarySchool-OldpetAttur-636102,TiledNorthBuildingFacingSouthWestWing",6,"Attur(M),Ward14,KaruppannasolaimuthuStreet 800",952,131
170,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthWestWing",1,"Attur(M),Ward15,NorthKollampattarai 1",108,108
170,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthWestWing",2,"Attur(M),Ward16,SeethakadhiStreet 109",789,75
170,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthWestWing",3,"Attur(M),Ward15,PudhupettaiBazaarStreet 180",803,481
170,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthWestWing",4,"Attur(M),Ward16,NarayanasamiStreet 647",794,49
170,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthWestWing",5,"Attur(M),Ward16,SellamuthuStreet 701",790,81
171,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthEastWing",1,"Attur(M),Ward16,MuniyanStreet 1",710,189
171,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthEastWing",2,"Attur(M),Ward16,KumananStreet 185",704,132
171,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthEastWing",3,"Attur(M),Ward15,KamatchiyammanNagar 316",712,263
171,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthEastWing",4,"Attur(M),Ward16,KamarajanarRoad(DoorNo:13-1to69-A4) 574",578,5
171,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthEastWing",5,"Attur(M),Ward17,RailwayCrossingRoad 579",693,31
171,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthEastWing",6,"Attur(M),Ward17,KamarajanarRoad(DoorNo:85to364D) 608",703,85
172,"MunicipalElementarySchool,SouthKadu,Attur636102,TerracedBuildingFacingSouthWestWing",1,"Attur(M),Ward31,V.O.C.NagarD.No1To140C 1",905,905
173,"MunicipalElementarySchool,SouthKadu,Attur-636102,TerracedBuildingFacingNorth",1,"Attur(M),Ward31,V.O.C.NagarD.No.141to2254-2/NA 1",588,587
174,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledSouthBuildingFacingEastSouthWing",1,"Attur(M),Ward31,Manthavelipakkam 1",488,487
175,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthMiddlePortion",1,"Attur(M),Ward31,VeeraganurRoad 1",1006,45
175,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthMiddlePortion",2,"Attur(M),Ward15,KamachiammanKoilStreet 44",1010,490
175,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthMiddlePortion",3,"Attur(M),Ward16,KaruthanStreet 533",1003,260
175,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthMiddlePortion",4,"Attur(M),Ward16,SelvaVinayagarKoilStreet 798",1004,132
175,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthMiddlePortion",5,"Attur(M),Ward31,V.O.C.Nagar(Pudhupettai) 929",975,27
175,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthMiddlePortion",6,"Attur(M),Ward31,AtturVeeraganurRoad 976",986,10
176,"IntegratedChildDevelopmentCentre-OldpetAttur-636102,CenterBuildingFacingEastSouthWing",1,"Attur(M),Ward18,KamarajanarRoad 1",701,44
176,"IntegratedChildDevelopmentCentre-OldpetAttur-636102,CenterBuildingFacingEastSouthWing",2,"Attur(M),Ward18,MadhavanStreet 44",700,37
176,"IntegratedChildDevelopmentCentre-OldpetAttur-636102,CenterBuildingFacingEastSouthWing",3,"Attur(M),Ward18,MunicipalColony 82",699,162
176,"IntegratedChildDevelopmentCentre-OldpetAttur-636102,CenterBuildingFacingEastSouthWing",4,"Attur(M),Ward18,Kakkapalayam 240",702,170
176,"IntegratedChildDevelopmentCentre-OldpetAttur-636102,CenterBuildingFacingEastSouthWing",5,"Attur(M),Ward17,GrainBazaar 408",695,149
176,"IntegratedChildDevelopmentCentre-OldpetAttur-636102,CenterBuildingFacingEastSouthWing",6,"Athur(M),Ward17,AmeerStreet 554",692,44
176,"IntegratedChildDevelopmentCentre-OldpetAttur-636102,CenterBuildingFacingEastSouthWing",7,"Athur(M),Ward17,DhadhaStreet 597",693,93
177,"IntegratedChildDevelopmentCentre-OldpetAttur-636102,CenterBuildingFacingEastNorthWing",1,"Athur(M),Ward17,VakkeelKittaMusthabaStreet 1",811,411
177,"IntegratedChildDevelopmentCentre-OldpetAttur-636102,CenterBuildingFacingEastNorthWing",2,"Attur(M),Ward17,PudupettaiMuslimStreet 395",809,396
178,"MunicipalElementarySchoolOldpet-OldpetAttur-636102,WestBuildingFacingEastSouthWing",1,"Attur(M),Ward18,KadharPettai 1",784,353
178,"MunicipalElementarySchoolOldpet-OldpetAttur-636102,WestBuildingFacingEastSouthWing",2,"Attur(M),Ward18,PalayapettaiMuslimStreet 324",778,103
178,"MunicipalElementarySchoolOldpet-OldpetAttur-636102,WestBuildingFacingEastSouthWing",3,"Attur(M),Ward14,PalayapettaiBazaarStreet,S.C.Road 423",780,107
178,"MunicipalElementarySchoolOldpet-OldpetAttur-636102,WestBuildingFacingEastSouthWing",4,"Attur(M),Ward19,T.V.K.Road 528",783,90
178,"MunicipalElementarySchoolOldpet-OldpetAttur-636102,WestBuildingFacingEastSouthWing",5,"Attur(M),Ward19,AmbalathadiVathiyarStreet 617",781,41
178,"MunicipalElementarySchoolOldpet-OldpetAttur-636102,WestBuildingFacingEastSouthWing",6,"Attur(M),Ward19,NainiStreet 656",742,87
179,"R.C.MiddleSchool,EastMadhaKovilStreet,Attur-636102,AsbertosWestSidebuildingFacingSouthEastWing(EastSide1stroom)",1,"Attur(M),Ward19,BharathiyarStreet1 1",622,386
179,"R.C.MiddleSchool,EastMadhaKovilStreet,Attur-636102,AsbertosWestSidebuildingFacingSouthEastWing(EastSide1stroom)",2,"Attur(M),Ward19,BharathiyarStreet2 384",624,140
179,"R.C.MiddleSchool,EastMadhaKovilStreet,Attur-636102,AsbertosWestSidebuildingFacingSouthEastWing(EastSide1stroom)",3,"Attur(M),Ward19,BharathiyarCrossStreet3 516",621,95
180,"RCMiddleSchoolEastMadhaKovilStreetAttur-636102,AsbertosWestSideBuildingFacingSouthMiddleWing(EastSide3rdRoom)",1,"Attur(M),Ward19,BharathiyarCrossStreet4 1",688,180
180,"RCMiddleSchoolEastMadhaKovilStreetAttur-636102,AsbertosWestSideBuildingFacingSouthMiddleWing(EastSide3rdRoom)",2,"Attur(M),Ward20,KarikalanStreet 177",684,157
180,"RCMiddleSchoolEastMadhaKovilStreetAttur-636102,AsbertosWestSideBuildingFacingSouthMiddleWing(EastSide3rdRoom)",3,"Attur(M),Ward20,MaratchiyarStreet 331",683,69
180,"RCMiddleSchoolEastMadhaKovilStreetAttur-636102,AsbertosWestSideBuildingFacingSouthMiddleWing(EastSide3rdRoom)",4,"Attur(M),Ward20,ThiruvalluvarStreet 399",687,168
180,"RCMiddleSchoolEastMadhaKovilStreetAttur-636102,AsbertosWestSideBuildingFacingSouthMiddleWing(EastSide3rdRoom)",5,"Attur(M),Ward20,ManimekalaiStreet 568",677,106
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",1,"Attur(M),Ward20,VivekanandharStreet 1",741,76
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",2,"Attur(M),Ward20,MurugarStreet 75",129,55
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",3,"Attur(M),Ward20,NanjapparStreet 130",740,104
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",4,"Attur(M),Ward21&22,KamarajanarStreet 232",748,158
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",5,"Attur(M),Ward21,RamalingaVallalarStreet 389",749,147
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",6,"Attur(M),Ward21,AppayiStreet 537",602,66
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",7,"Attur(M),Ward21,JeevarathinamStreet 603",664,62
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",8,"Attur(M),Ward21,RanipettaiPillaiyarKoilStreet 665",744,56
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",9,"Attur(M),Ward21,ChockanStreet 719",746,12
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",10,"Attur(M),Ward19,BharathiyarStreet 732",733,2
182,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,EastWing",1,"Attur(M),Ward21,RangasamyStreet 1",684,59
182,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,EastWing",2,"Attur(M),Ward21,AnandharStreet 56",691,65
182,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,EastWing",3,"Attur(M),Ward21,SamuvelStreet 114",136,23
182,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,EastWing",4,"Attur(M),Ward22,MariasoosaiStreet 137",694,68
182,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,EastWing",5,"Attur(M),Ward22,SowrimuthuStreet 205",682,98
182,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,EastWing",6,"Attur(M),Ward21,SivajiStreet 298",695,172
182,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,EastWing",7,"Attur(M),Ward22,RanipettaiNaduStreet 471",545,70
182,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,EastWing",8,"Attur(M),Ward22,GovindhanStreet 546",690,123
183,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedWestBuildingFacingEastClassRoom-1",1,"Attur(M),Ward23,PeriyathambiStreet 1",623,149
183,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedWestBuildingFacingEastClassRoom-1",2,"Attur(M),Ward24,GandhiRoad 147",621,336
183,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedWestBuildingFacingEastClassRoom-1",3,"Attur(M),Ward23,SalemKadalurMainRoad 474",622,131
184,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedWestBuildingFacingEastClassRoom-3",1,"Attur(M),Ward23,VeeramuthuMariappanSt 1",679,239
184,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedWestBuildingFacingEastClassRoom-3",2,"Attur(M),Ward23,NarayanasamiStreet 232",677,437
185,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedWestBuildingFacingEastClassRoom-4",1,"Attur(M),Ward23,PerumalStreet 1",572,54
185,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedWestBuildingFacingEastClassRoom-4",2,"Attur(M),Ward23,AyyavuStreet 54",597,159
185,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedWestBuildingFacingEastClassRoom-4",3,"Attur(M),Ward24,GandhiRoad1 198",598,287
185,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedWestBuildingFacingEastClassRoom-4",4,"Attur(M),Ward24,GandhiRoad3 480",592,90
186,"MunicipalMiddleSchool-GandhiNagarAttur-636102,TerracedWestBuildingFacingEastMiddleWing",1,"Attur(M),Ward25,GooriStreet 1",588,578
187,"MunicipalMiddleSchool-GandhiNagarAttur-636102,TerracedWestBuildingFacingEastMiddleWing",1,"Attur(M),Ward25,AnnaStreet 1",767,446
187,"MunicipalMiddleSchool-GandhiNagarAttur-636102,TerracedWestBuildingFacingEastMiddleWing",2,"Attur(M),Ward24,3rdGandhiRoad 442",763,313
188,"MunicipalMiddleSchool-GandhiNagarAttur-636102,TerracedBuildingFacingSouthWestWing",1,"Attur(M),Ward26,RailwayStationRoad 1",907,159
188,"MunicipalMiddleSchool-GandhiNagarAttur-636102,TerracedBuildingFacingSouthWestWing",2,"Attur(M),Ward26,RailwayStationKurukkuStreet1 160",937,22
